Items Vigentes - Automoviles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datos Generales de la Póliza,,,,,,Asegurado,,,Detalle del Vehículo,,,,,,,,,,,,,,,Intermediarios,,,,Accesorios y Coberturas,
Cia,Poliza,IDPoliza,Estado Poliza,Vigencia Desde,Vigencia Hasta,Asegurado,Conductor Asignado,Nro Documento,Patente,Marca,Modelo,Año,0 KM,Motor,Chasis,CodReferencia,Procedencia,Combustible,Tipo Uso,Rastreo Satelital,Cobertura,Cobertura Det,Suma Asgurada,Productor,Agente,SubAgente,Ejecutivo,Accesorios,Cob. Adicionales
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,ALJ509,ACOPLADO,ACOPLADO ,1995,NO,,72,,,,Comercial,,C,,"150,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,CCB057,ACOPLADO,ACOPLADO ,1998,NO,,171,,,,Comercial,,A4,,0,HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,DHU848,ACOPLADO,ACOPLADO ,2000,NO,,SR6398,,,,Comercial,,C,,"100,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,DHU849,ACOPLADO,ACOPLADO ,2000,NO,,SR6407,,,,Comercial,,C,,"100,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,DQR169,VOLKSWAGEN,VW 17.220/43,2001,NO,30462084,SR6407,,,,Comercial,,C,,"305,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,EVD740,ACOPLADO,ACOPLADO ,2005,NO,,8C940T2N251287471,,,,Comercial,,C,,"330,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,EZR153,ACOPLADO,ACOPLADO ,2005,NO,,8C940T2N51287512,,,,Comercial,,C,,"320,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,FEO193,VOLKSWAGEN,VW 17.310,2005,NO,30538361,9BWVR82T35R525709,,,,Comercial,,C,,"1,063,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,GBM443,VOLKSWAGEN,VW 17.310,2007,NO,30560075,9BWVR82T56R617499,,,,Comercial,,C,,"522,500",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,GMW417,VOLKSWAGEN,VW 19.320 E,2007,NO,36003578,9BW9J82477R718837,,,,Comercial,,C,,"520,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,GPT052,VOLKSWAGEN,VW 19.320 E,2008,NO,36007885,9BW9J82468R809034,,,,Comercial,,C,,"616,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,HAT472,VOLKSWAGEN,VW 19.320 E,2008,NO,9BW9+J82428R827563,36022190,,,,Comercial,,C,,"570,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,HGT846,ACOPLADO,ACOPLADO ,2008,NO,2486532,8A9V0962080147078,,,,Comercial,,B,,"280,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,IJH507,ACOPLADO,ACOPLADO ,2010,NO,,8C9SR11B4AOYAN084,,,,Comercial,,C,,"260,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,IYM282,VOLKSWAGEN,VW 19.320 E,2010,NO,36178122,9535J8270AR032774,,,,Comercial,,C,,"680,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,JPD699,ACOPLADO,ACOPLADO ,2011,NO,,8B9009687BS000001,,,,Comercial,,C,,"330,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,KAQ099,MERCEDES BENZ,M.BENZ LS 1634-45/51,2011,NO,457914U0955288,9BM695053BB759867,,,,Comercial,,C,,"748,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,KAQ100,MERCEDES BENZ,M.BENZ LS 1634-45/51,2011,NO,457914U0955283,9BM695053BB759856,,,,Comercial,,C,,"748,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,LOD942,ACOPLADO,ACOPLADO ,2012,NO,,8B9009687CS000049,,,,Comercial,,C,,"300,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,MXL502,SCANIA, P 310 A 4X2,2013,NO,8220034,9BSP4X200++D3834274,,,,Comercial,,C,,"900,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,OGC703,VOLKSWAGEN,VW 19.320 E,2014,NO,36458064,9535J8279ER411620,,,,Comercial,,C,,"1,001,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,OPP256,ACOPLADO,ACOPLADO ,2015,NO,,8B9008987FS000007,,,,Comercial,,C,,"630,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,OUC926,ACOPLADO,ACOPLADO ,2015,NO,-,8B9008987FS000025,,,,Comercial,,C,,"650,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,TEB123,ACOPLADO,ACOPLADO ,1993,NO,,AT41993,,,,Comercial,,B1,,"100,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,UGT477,ACOPLADO,ACOPLADO ,1994,NO,,SY415194,,,,Comercial,,C,,"100,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19896088,34259296,VIGENTE,11/12/2014,11/12/2015, TRANSPORTE PROSPERI SRL E,,0,WQP696,ACOPLADO,ACOPLADO ,1988,NO,,RPA398698,,,,Comercial,,A4,,0,HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19898098,34292970,VIGENTE,26/11/2014,26/11/2015, PABLO HECTOR CICCONE,,23130734,AAA000,CHERY,TRAILER ,2013,NO,,PC02,,,,Particular,,A4,,0,HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,19898490,34292971,VIGENTE,29/11/2014,29/11/2015, SILVINA BISCONTE,,20989399,GEM011,PEUGEOT, 307 2.0 5 P. XS HDI L/N,2007,NO,10DYFG0005769,8AD3CRHYM7G068106,,,,Particular,,CF,,"149,338",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19898714,34292972,VIGENTE,01/12/2014,01/12/2015, NANCY HERRERO,,11775570,JFU334,CHEVROLET, AGILE LT 1.4 5 PTAS.,2010,NO,U65014144,8AGCB4850BR151571,,,,Particular,,CF,,"115,500",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,ATY224,VOLKSWAGEN,VW GOL GLD 1.6 3 PTAS.,1996,NO,BEA002145,BAWZZZ377TA807426,,,,Comercial,,C,,"44,000",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,DSY614,PEUGEOT, 206 XRD 1.9 5 PTAS. AA,2001,NO,10DXB4004013,8ADZAWJZW1W026297,,,,Comercial,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,EBO049,FORD, RANGER XLT 2.8 TDI C/D 4X4,2004,NO,B60605084,BAFDR13F63I297120,,,,Comercial,,A4,,"44,000",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,ELJ806,FORD, RANGER XLS 2.8 TDI D/C 4X2 LN,2004,NO,C20154532,8AFDR12F44J351887,,,,Comercial,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,TKE314,ACOPLADO,ACOPLADO ,1979,NO,,RPA128339,,,,Comercial,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,TMZ362,FORD, F-100 DIES. STAND,1983,NO,CYAK41130,KAIJCY32755,,,,Particular,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,TQU173,ACOPLADO,ACOPLADO ,1967,NO,-,RPA428125,,,,Comercial,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19904208,34293017,VIGENTE,14/12/2014,14/12/2015,,,,XDF495,SCANIA, R112 H 4X2 38 DSC 310 HP,1984,NO,2033998,2203888,,,,Comercial,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19905860,34293018,VIGENTE,04/12/2014,04/12/2015, MARIA JORGELINA PUGNALONI,,14930182,OKP930,PEUGEOT, 308 1.6 16V ACTIVE,2014,NO,10DE060023872,8AD4CFPCFG001306,,,,Particular,,TD3,,"180,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,CIU553,ACOPLADO,ACOPLADO ,1998,NO,-,10294,,,,Comercial,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,DCP572,ACOPLADO,ACOPLADO ,2000,NO,,1043,,,,Comercial,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,DEH620,SCANIA, P114 GA 4X2 NZ 330 HP,2000,NO,3133900,X3513969,,,,Comercial,,C,,"726,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,DNY579,MITSUBISHI, L-200 CAB.DOB.4WD GLS TDI FUL,2000,NO,D4BHA026049,MMBJNK7401D011121,,,,Particular,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,EUN947,ACOPLADO,ACOPLADO ,2005,NO,,8D99A8A65AP097278,,,,Comercial,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,FGR261,FIAT, DUCATO 2.8 JTD FURGON MAXICARGO TE,2006,NO,22454148,93W24567162004295,,,,Comercial,,C,,"153,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,FYB872,SCANIA, P114 GA 6X2 NA 330 HP,2007,NO,8077668,9BSP6X2A073596649,,,,Comercial,,C,,"780,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,GUE730,HYUNDAI, SANTA FE GLS 2.2 CRDI 5 PAS PRE,2007,NO,D4EB7396079,KMHSH81WP8U278681,,,,Particular,,CF,,"220,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,HCX306,SCANIA, G 340 LA 4X2,2008,NO,8102599,9BSG4X200TT83621530,,,,Comercial,,C,,"935,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,HQB744,HYUNDAI, HD 78 EURO III,2008,NO,D4DD8367239,KMFGA17PP9C094059,,,,Comercial,,C,,"220,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,JEA470,SCANIA, R 380 LA 4X2,2010,NO,8150308,9BSR4X200*B3667589,,,,Comercial,,C,,"980,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,KBA412,MITSUBISHI, L-200 3.2 DI-D D/CAB 4X4 TRITON,2011,NO,4M41UCAV3739,93XJNKB8TBCA29998,,,,Particular,,CF,,"337,700",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,KFL647,DFM,DFM DUOLICA 1063 CJ 10,2011,NO,CUMMINS87144300,DFM90TT54BBSBN070129,,,,Comercial,,C,,"297,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,LJD427,SCANIA, G 340 LA 4X2,2012,NO,8189819,9BSG4X200C3805397,,,,Particular,,C,,"1,166,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,LLK833,SCANIA, G 420 LA 4X2,2012,NO,8190241,9BSG4X200 C3805784,,,,Comercial,,C,,"1,170,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,MNL968,SCANIA, P 360 LA 6X2,2013,NO,8213050,+9BSP6X200++D3827557+,,,,Comercial,,C,,"1,190,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,OXJ018,VOLKSWAGEN,VW AMAROK 2.0 TD 4X4 DC HIG. 180 HP PK,2015,NO,CSH 121213,8AD4D9HGCCG067483,,,,Particular,,TD3,,"534,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19910608,34329316,VIGENTE,11/12/2014,11/12/2015, LOGISTICA NE S.A.,,0,SQO843,ACOPLADO,ACOPLADO ,1992,NO,,46555,,,,Comercial,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19912017,34329317,VIGENTE,03/12/2014,03/12/2015,MARIA JULIA CHIARADIA,,24829621,EBY588,RENAULT, TWINGO PACK AA PRIVILEGE,2003,NO,D7FB700F736186,9U5C066253S787752,,,,Particular,NO,CF, Terceros Completo,"44,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19912021,34329318,VIGENTE,14/12/2014,14/12/2015, CARLOS ALBERTO NUNGESER,,13796193,VBL724,PEUGEOT, 505 SRD TURBO,1988,NO,589408,2057686,,,,Particular,,B1,,"24,000",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,JHO777,RENAULT, PREMIUM 440 T DXI PRIVILEGE 4X2,2010,NO,DXI11183843,9U425GPA0AMK11659,,,,Comercial,,C,,"880,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,LJU433,RENAULT, PREMIUM 440 T DXI PRIVILEGE 4X2,2012,NO,DXI11248809,9U425GPA0CMK16447,,,,Comercial,,C,,"1,199,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,LJU434,ACOPLADO,ACOPLADO ,2012,NO,-,8C9353NICI287660,,,,Comercial,,B1,,"400,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,LWN558,ACOPLADO,ACOPLADO ,2012,NO,-,8C935T2NXC1287761,,,,Comercial,,B1,,"500,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,MNO256,ACOPLADO,ACOPLADO ,2013,NO,,8C935B2NXD1287044,,,,Comercial,,B1,,"510,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NEB220,ACOPLADO,ACOPLADO ,2013,NO,,8C935B2N4D1287136,,,,Comercial,,B1,,"490,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NLY619,ACOPLADO,ACOPLADO ,2014,NO,,I8C935B2N8D1287155,,,,Comercial,,B1,,"480,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NVI210,ACOPLADO,ACOPLADO ,2014,NO,,8C935B2N9E1287022,,,,Comercial,,B1,,"950,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NYG252,RENAULT, PREMIUM 380 T DXI AUTHENTIC 4X2,2014,NO,DX111309692,9U42GPA0EMK20352,,,,Comercial,,C,,"1,291,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NZD997,ACOPLADO,ACOPLADO ,2014,NO,---,8C935B2N3E1287064,,,,Comercial,,B1,,"980,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,NZD998,ACOPLADO,ACOPLADO ,2014,NO,---,8C935B2NE1287065,,,,Comercial,,B1,,"980,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,PEB989,ACOPLADO,ACOPLADO ,2015,NO,,8C935B2N6F1287058,,,,Comercial,,B1,,"1,139,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,PEB989,ACOPLADO,ACOPLADO ,2015,NO,,8C935B2N6F1287058,,,,Particular,,B1,,"1,139,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19917852,34329322,VIGENTE,20/12/2014,20/12/2015,RUBEN ALFREDO PEREZ,,11113441,VIU064,CASA RODANTE,CASA RODANTE,1994,NO,47698110672171,9BM664199PC078186,,,,Comercial,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19918686,34329323,VIGENTE,17/12/2014,17/12/2015, DANTE ANTONIO,,36328669,XJG525,FIAT, UNO SCV 3 PUERTAS,1993,NO,156A30387587048,8ASA460000078640,,,,Particular,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19919187,34329361,VIGENTE,18/12/2014,18/12/2015,ALEJANDRO JUL MAZZAFERRO,,12862992,LYO453,PEUGEOT, 408 2.0 ALLURE + NAV,2012,NO,10XN100141622,8AD4DRFJCDG058495   ,,,,Particular,,TD3,,"180,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19921423,34329362,VIGENTE,19/12/2014,19/12/2015, NICODEMO STASI,,93516582,KKL150,CHEVROLET, AGILE LTZ 1.4 5 PTAS.,2011,NO,U65034775,8AGCN4850CR104060,,,,Particular,,A4,,0,OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19925605,34329363,VIGENTE,23/12/2014,23/12/2015,ELODIA MARGARITA LEGURGURO,,17511233,GAM486,CHEVROLET, MERIVA GL 1.8 AB PLUS,2007,NO,5R0027895,9BGXF75R07C712862,,,,Particular,,B1,,"104,500",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19929334,34329384,VIGENTE,29/12/2014,29/12/2015, ISMAEL JORGE QUINTERO,,20523045,KDZ629,FORD, F-100 3.9 TDI XLT L/06,2011,NO,36299987,9BFFF22CXBB09156,,,,Particular,,CF,,"259,000",HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,19947425,34361225,VIGENTE,14/01/2015,14/01/2016,GUSTAVO ALBERTO RAMIREZ,,20441586,NTK167,FORD, RANGER XLS 3.2 TDI DC 4X4 L/12,2014,NO,3A2P-EJ222350,8AFAR23L9EJ222350,,,,Particular,,TD3,,"410,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19947488,34361226,VIGENTE,14/01/2015,14/01/2016, MARIA CAROLINA IRIARTE,,6229261,SZF553,RENAULT, 19 RT 4 PTAS.,1993,NO,5702188,8A1LS33ZZPS002245,,,,Particular,,A4,,0,HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,19944830,34361264,VIGENTE,12/01/2015,12/01/2016, EDUARDO ROBERTO PIGNOTTI,,8569001,HSO313,NISSAN, TIIDA 1.8 4 PTAS. VISIA,2009,NO,MR18290181H,3N1BC13A89L368990,,,,Particular,,CF,,"106,000",IraizozJose Alberto,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3710318,34383432,VIGENTE,20/01/2015,20/01/2016,NESTOR FABIAN PAEZ,,17143150,VDK599,RENAULT,RENAULT R 12,1980,NO,3537933,RPA247085,,,NAFTA,Particular,NO,A,  A - RESPONSABILIDAD CIVIL,0,OrtigozaBeatriz,,,,,
INTEGRITY SEGUROS,25785,34383437,VIGENTE,22/01/2015,22/01/2016, SARDI EDGAR ANDRES,,23130222,A/D,YAMAHA,XTZ 125 ,2015,NO,E3E7E-001405T,8C6KE2025E0003036,0,,,Particular,NO,B1,  - COBERTURA B1,0,OrtigozaBeatriz,CabreraLuis Alberto,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3706964,34394557,VIGENTE,27/01/2015,27/01/2016,LUISA HECK,,11341778,HUB884,CHEVROLET,CORSA 1.4 3 P CITY L/09 (CLASSIC),2009,NO,5K5050603,8AGSB08N09R135638,12337,Nacional,Nafta,Particular,,CMax, CMAX - TERCEROS COMPLETO,"78,000",HBO Broker,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3712364,34394560,VIGENTE,21/01/2015,21/01/2016,HUGO ORLANDO DIAZ,,28179637,SKM118,CHEVROLET,PICK-UP C10 SILVER 3 VEL,1974,NO,A23188247,FD79121,,,,Particular,,,,0,HBO Broker,BARBASMARIA DANIELA,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3711430,34394570,VIGENTE,21/01/2015,21/01/2016,SANDRA CICCONE,,16199731,OLP988,PEUGEOT,207 COMPACT 1.4 4 P XS//ALLURE,2015,NO,10DBSR0125587,8AD2MKFWMFG016583,32569,Nacional,Nafta,Particular,,DF32, DF32 - TODO RIESGO CON FRANQUICIA FIJA,"148,000",HansenLuis Julian,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3706967,34394572,VIGENTE,27/01/2015,27/01/2016, Laura Cairella,,22315437,CKI865,DAIHATSU,MOVE AA,1998,NO,5142957,JDAL601S000013378,16026,Importado,Nafta,Particular,,,,"52,000",HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,19949780,34394600,VIGENTE,16/01/2015,16/01/2016, JUAN PABLO BENEYTO,,28501758,OLC278,VOLKSWAGEN,VW VOYAGE 1.6 L/15 TRENDLINE,2015,NO,CFZN68079,9BWDB45UFXFT065191,,,,Particular,,TD3,,"177,000",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,19957534,34419697,VIGENTE,23/01/2015,23/01/2016,RUBEN ALBERTO PERGOLESI,,14595686,MCA366,FIAT, SIENA 1.4 EL,2013,NO,310A2011 1111237,*8AP372316D 6043749*,,,,Particular,,CF,,"143,000",OrtigozaBeatriz,,,,,
FEDERACION PATRONAL S.A.,19957985,34419698,VIGENTE,23/01/2015,23/01/2016,GERARDO RODRIGUEZ PETIT,,18129127,LGC589,RENAULT, CLIO 2 F2 1.2 5 P. AUTHENTIQ PK II,2012,NO,D4FG728Q110828,8A1BB2UO1CL218223,,,,Particular,,CF,,"106,700",HerrerosAriel,,,,,
PARANA SEGUROS,4051518,34454333,VIGENTE,15/02/2015,15/02/2016,CARLOS GARAVAGLIA,,10995656,WTT504,MERCEDES BENZ,240GD 4X4,1979,NO,61693610000802,46031017003059,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,,,
PARANA SEGUROS,3039080,34454335,VIGENTE,13/02/2015,13/02/2016,RUBEN ABEL BARZOLA,,55100152,BDB610,RENAULT ,21 RN,1995,NO,,,0,,,Particular,NO,B1, Perd.Total Inc. Robo Hurto,"28,000",OrtigozaBeatriz,,,,,
BERKLEY INTERNATIONAL SEG S.A,7857926,34454339,VIGENTE,02/02/2015,02/02/2016,EZEQUIEL LAS HERAS,,29300620,101CUX713 ,, ,2015,NO,                    , F.C                ,,,,Particular,NO,A ,R.CIVIL ----------------------,0,OrtigozaBeatriz,,,,, Resp. Civil: $0.00 Tasa: 0.000
